review,sentiment,emotion,clean_review,sentiment_label,emotion_label
Bahannya adem. Jahitan rapi. Tidak menerawang. Mudah dibentuk. Warnanya cantik ??. Nyaman dipakai.,Positive,Happy,bahannya adem jahitan rapi tidak menerawang mudah dibentuk warnanya cantik nyaman dipakai,1,2
krn obatnyatdk mempan basmi kutu nya sdh 3 x pakai malahmakin banyak,Negative,Sadness,krn obatnyatdk mempan basmi kutu nya sdh x pakai malahmakin banyak,0,4
"kecewa order disini beli produk kenmaster tapi yg dikirim label yang berbeda dengan foto di etalase produk, bulu tipis dan ternyata gagang tidak bisa diperpanjang pula",Negative,Sadness,kecewa order disini beli produk kenmaster tapi yg dikirim label yang berbeda dengan foto di etalase produk bulu tipis dan ternyata gagang tidak bisa diperpanjang pula,0,4
"Pengirimannya sih cepat, tapi barangnya bruntusan gitu. Teman saya juga beli drum pad bahan karet dari malang tapi alus kok, ini yg saya beli malah bruntusan begitu. Ekspetasi saya tadinya bagus malah dapatnya yg jelekkan. Tdk sesuai foto yg di pajang oleh penjual.",Negative,Fear,pengirimannya sih cepat tapi barangnya bruntusan gitu teman saya juga beli drum pad bahan karet dari malang tapi alus kok ini yg saya beli malah bruntusan begitu ekspetasi saya tadinya bagus malah dapatnya yg jelekkan tdk sesuai foto yg di pajang oleh penjual,0,1
"warnanya cantik,baunya tidak menyengat, harga terjangkau, pengiriman cepat, packing aman..",Positive,Happy,warnanya cantik baunya tidak menyengat harga terjangkau pengiriman cepat packing aman,1,2
"barang bagus sesuai harapan,pouchnya mantap cukup bagus.service seller ok buanget.terima kasih barang sesuai iklan",Positive,Happy,barang bagus sesuai harapan pouchnya mantap cukup bagus service seller ok buanget terima kasih barang sesuai iklan,1,2
"Waktu sampai nya lakban Tokopedia di saya sangat lama,ketika saya tanyakan malah di suruh komplain,pelayanan nya buruk,admin yang bagian chatting nya sangat buruk dalam melayani Customer",Negative,Fear,waktu sampai nya lakban tokopedia di saya sangat lama ketika saya tanyakan malah di suruh komplain pelayanan nya buruk admin yang bagian chatting nya sangat buruk dalam melayani customer,0,1
"respon dan pengiriman cepat. barang sesuai pesanan, lengkap dan tidak ada yang patah atau pecah. hanya pengemasannya yang sangat tidak aman",Positive,Happy,respon dan pengiriman cepat barang sesuai pesanan lengkap dan tidak ada yang patah atau pecah hanya pengemasannya yang sangat tidak aman,1,2
kecewa berat sama pedagang.warna yg dibeli kosong dikirim tanpa konfirmasi.pdhl sy sudh minta d cancel.sudh dikirim baru bilang warna habis.pdhl harga lumayan mahal.dikirim warna senada 4pcs.emang sy mau buat seragaman.,Negative,Sadness,kecewa berat sama pedagang warna yg dibeli kosong dikirim tanpa konfirmasi pdhl sy sudh minta d cancel sudh dikirim baru bilang warna habis pdhl harga lumayan mahal dikirim warna senada pcs emang sy mau buat seragaman,0,4
"kurang suka, bau karetnya sangat menyengat",Negative,Fear,kurang suka bau karetnya sangat menyengat,0,1
"kurang puas krn bahannya beda dengan yg digambar, ekspektasi bahan tebal ternyt tipis bgt",Negative,Sadness,kurang puas krn bahannya beda dengan yg digambar ekspektasi bahan tebal ternyt tipis bgt,0,4
Bahannya adem.,Positive,Happy,bahannya adem,1,2
ukurannya ada yg besar ada yg kecil tapi lumayan dengan harga segitu makasih ya??,Positive,Happy,ukurannya ada yg besar ada yg kecil tapi lumayan dengan harga segitu makasih ya,1,2
"dabest lah pokokmya, pengiriman ke lampung cuma 3 hari. prosesnya jg gercep banget! Puas teruuuus, ngga pernah kecewa sm original source dari dulu, mantap??",Positive,Love,dabest lah pokokmya pengiriman ke lampung cuma hari prosesnya jg gercep banget puas teruuuus ngga pernah kecewa sm original source dari dulu mantap,1,3
Tadiinya mau pesen beda model tp g bisa kata selernya.. terpaksa pakai dah mau gmn lg,Negative,Sadness,tadiinya mau pesen beda model tp g bisa kata selernya terpaksa pakai dah mau gmn lg,0,4
"barang cakep, bahan adem, kantong juga lega plus ada resleting, pengiriman cepat, terbaik",Positive,Happy,barang cakep bahan adem kantong juga lega plus ada resleting pengiriman cepat terbaik,1,2
"waw murah bangetttt, packingnya rapih, produknya bagus keren mantap. sangat uhuuy pisan deh pokoknya hehehehehe",Positive,Love,waw murah bangetttt packingnya rapih produknya bagus keren mantap sangat uhuuy pisan deh pokoknya hehehehehe,1,3
Tiap kali beli barang selalu research dulu. This one bener-bener top dibanding yg lain. Ada harga = ada kualitas. Pernah beli yg 20k dan cepet bgt rusak and slip. Kl yg ini solid and the best. Thanks gan.,Positive,Happy,tiap kali beli barang selalu research dulu this one bener bener top dibanding yg lain ada harga ada kualitas pernah beli yg k dan cepet bgt rusak and slip kl yg ini solid and the best thanks gan,1,2
Cocok buat warm tone. Hasilnya awet. Cocok buat cool tone. Cocok di kulit kering. Cocok di kulit normal. Cocok di kulit kombinasi.,Positive,Happy,cocok buat warm tone hasilnya awet cocok buat cool tone cocok di kulit kering cocok di kulit normal cocok di kulit kombinasi,1,2
pesanan tidak lengkap lebih dari 40 pcs tidak dikirim,Negative,Sadness,pesanan tidak lengkap lebih dari pcs tidak dikirim,0,4
"pengiriman cepat bangeett, packing aman, walo dapet flash sale tapi expired masih lama ????",Positive,Love,pengiriman cepat bangeett packing aman walo dapet flash sale tapi expired masih lama,1,3
"Fast response, cepat sampai, sesuai pesanan. Recommended !!!",Positive,Love,fast response cepat sampai sesuai pesanan recommended,1,3
repeat order terus,Positive,Love,repeat order terus,1,3
"Alhamdulillah sudah sampai sabuknya, keren cepet nyampenya pada hal baru kemaren sore pesannya .",Positive,Happy,alhamdulillah sudah sampai sabuknya keren cepet nyampenya pada hal baru kemaren sore pesannya,1,2
Mainannya bagus banget ??????,Positive,Love,mainannya bagus banget,1,3
"minta size 43 yg dikirim size 44, kebesaran gk bs saya pakai,bagaimna?",Negative,Fear,minta size yg dikirim size kebesaran gk bs saya pakai bagaimna,0,1
"sangat kecewa belanja di toko ini pesan 12 masker yang sampai cuma 10 tolong kalau packing barang sbelum di kirim teliti dlu dong, jangan sampai mengecewakan pembeli termasuk saya .",Negative,Sadness,sangat kecewa belanja di toko ini pesan masker yang sampai cuma tolong kalau packing barang sbelum di kirim teliti dlu dong jangan sampai mengecewakan pembeli termasuk saya,0,4
Kartu bekerja dengan baik begitupun sellernya yang sigap menjawab semua pertanyaan..,Positive,Happy,kartu bekerja dengan baik begitupun sellernya yang sigap menjawab semua pertanyaan,1,2
"produk sesuai foto, console yg dipakaikan hardcase pas masuk ke dalam pouch. packing aman, pengiriman cepat. terima kasih!",Positive,Happy,produk sesuai foto console yg dipakaikan hardcase pas masuk ke dalam pouch packing aman pengiriman cepat terima kasih,1,2
"Nyaman, ga licin, mantebbb",Positive,Happy,nyaman ga licin mantebbb,1,2
barang tidak sesuai yg di pesan. warna pudar .kancing yg di pesan 3 yg di kirim model 2 kancing,Negative,Sadness,barang tidak sesuai yg di pesan warna pudar kancing yg di pesan yg di kirim model kancing,0,4
Kualitas produk kurang memuaskan,Negative,Sadness,kualitas produk kurang memuaskan,0,4
barang tidak sesuai gambar. payah,Negative,Anger,barang tidak sesuai gambar payah,0,0
MasyaaAllah bagusss muraaahhhh jangan Ragu order mukenah disini asli sd survey bbrp seller offline n online disini murah harganya barang sama dg yg diluaran yg harga mahal��jangan Ragu beli ditoko ini ya ????,Positive,Love,masyaaallah bagusss muraaahhhh jangan ragu order mukenah disini asli sd survey bbrp seller offline n online disini murah harganya barang sama dg yg diluaran yg harga mahal jangan ragu beli ditoko ini ya,1,3
"Barang penyok Gaes. Klo dari ekspedisi, kardus harusnya rusak, nah ini kardusnya tebal dan masih mulus. Returan sy dari toko sebelah dibalikin lewat Toped. Mana bohong lagi, foto yg dikirim ke tokopedia care bukan foto paket saya. Untung asuransi mau terima claim. Jadi hati2 Gaes! Nutrilon sudah mulai tidak AMANAH!",Negative,Fear,barang penyok gaes klo dari ekspedisi kardus harusnya rusak nah ini kardusnya tebal dan masih mulus returan sy dari toko sebelah dibalikin lewat toped mana bohong lagi foto yg dikirim ke tokopedia care bukan foto paket saya untung asuransi mau terima claim jadi hati gaes nutrilon sudah mulai tidak amanah,0,1
Ukurannya sesuai. Bahannya adem. Produk sesuai dengan foto.,Positive,Happy,ukurannya sesuai bahannya adem produk sesuai dengan foto,1,2
"Dari segi estetik bagus banget, tapi cengkramannya kurang, jadi kalo di pake kadang suaranya geter, meskipun bisa dipake.. Dengan harga segitu, sangat worth it apalagi designnya yang elegant..",Positive,Happy,dari segi estetik bagus banget tapi cengkramannya kurang jadi kalo di pake kadang suaranya geter meskipun bisa dipake dengan harga segitu sangat worth it apalagi designnya yang elegant,1,2
"Barangnya ternyata berkualitas walaupun harganya cukup miring - warnanya pun bagus, gak kelihatan kayak barang murah - puassss",Positive,Happy,barangnya ternyata berkualitas walaupun harganya cukup miring warnanya pun bagus gak kelihatan kayak barang murah puassss,1,2
"pengiriman lelet, request warna g di ACC, sangat kecewa...",Negative,Sadness,pengiriman lelet request warna g di acc sangat kecewa,0,4
"uda biasa blanja di abbot, baru kali ini dateng penyok semua...ga tau ini promo gara2 emang abisin stok penyok atau toko cabangnya yg bermasalah, yg uda pasti ngga bakal belanja lagi di toko cabang d.",Negative,Anger,uda biasa blanja di abbot baru kali ini dateng penyok semua ga tau ini promo gara emang abisin stok penyok atau toko cabangnya yg bermasalah yg uda pasti ngga bakal belanja lagi di toko cabang d,0,0
Mantapp!! Packing rapi dan fast respon! Recommended lah!!,Positive,Love,mantapp packing rapi dan fast respon recommended lah,1,3
"good seller, ramah dan proses cepat",Positive,Happy,good seller ramah dan proses cepat,1,2
"Yang datang merk BUCK-i entah karena promo atau apa, tapi belum sempat take a picture, nanti saya update lagi ulasanya,barusan saya search buck-i knife, lebih murah.kalau memang mau ngadain promo, jual barang yang bener,saya kecewa sekali dengan brand GM yang sudah saya percaya berkali kali,",Negative,Sadness,yang datang merk buck i entah karena promo atau apa tapi belum sempat take a picture nanti saya update lagi ulasanya barusan saya search buck i knife lebih murah kalau memang mau ngadain promo jual barang yang bener saya kecewa sekali dengan brand gm yang sudah saya percaya berkali kali,0,4
barang bagus dan berkwalitas.. mantapsss... sesuai deskripsi.. cepat sampai,Positive,Happy,barang bagus dan berkwalitas mantapsss sesuai deskripsi cepat sampai,1,2
"deskripsi diameter depan filter keliru, sehingga ketika saya pasangkan lenshood ataupun lenscap gak cocok",Negative,Sadness,deskripsi diameter depan filter keliru sehingga ketika saya pasangkan lenshood ataupun lenscap gak cocok,0,4
KURANG MELAYANI,Negative,Anger,kurang melayani,0,0
"kualitas barang sesuai harga, bahan lumayan halus, tapi sablon agak kasar sepertinya jangan di cuci dengan mesin cuci, pengiriman cepat",Positive,Happy,kualitas barang sesuai harga bahan lumayan halus tapi sablon agak kasar sepertinya jangan di cuci dengan mesin cuci pengiriman cepat,1,2
DS sukses Terima kasih atas kerjasamanya Sist,Positive,Happy,ds sukses terima kasih atas kerjasamanya sist,1,2
"Brg dtg dengan kondisi stick nya ga ok, kenapa penjual ga d periksa dl yak.. trus minta tukar tp ga mao tanggung bersama ongkir nya (50:50 donk).. emg penjual ga mao rugi... ya mao ga mao byr uang xtra utk ongkir sana sini tukar stick. smoga kedepannya bs lbh baik",Negative,Fear,brg dtg dengan kondisi stick nya ga ok kenapa penjual ga d periksa dl yak trus minta tukar tp ga mao tanggung bersama ongkir nya donk emg penjual ga mao rugi ya mao ga mao byr uang xtra utk ongkir sana sini tukar stick smoga kedepannya bs lbh baik,0,1
Produk bagus sesuai pesanan. Fast response. Pengiriman cepat 1hr,Positive,Happy,produk bagus sesuai pesanan fast response pengiriman cepat hr,1,2
"seller fast respon , barang cepat sampai,packing rapi, barang sdh dicoba sesuai order, nyaman dipake. makasih NoWway????",Positive,Happy,seller fast respon barang cepat sampai packing rapi barang sdh dicoba sesuai order nyaman dipake makasih nowway,1,2
jumbo ternyata Setelah di buka ukuran nya cuma setengah kardusnya.. ????????????????????,Negative,Fear,jumbo ternyata setelah di buka ukuran nya cuma setengah kardusnya,0,1
barang ORI..pengiriman cepat.. sippp,Positive,Happy,barang ori pengiriman cepat sippp,1,2
"kecewa banget ,masa yang datang cuma tripot nya ada, ngga ada ring light nya tripotnya pun pada patah??",Negative,Anger,kecewa banget masa yang datang cuma tripot nya ada ngga ada ring light nya tripotnya pun pada patah,0,0
mkkasih admin daper harga murah paketan sama cdr n redoxon,Positive,Happy,mkkasih admin daper harga murah paketan sama cdr n redoxon,1,2
barang sesuai diskripsi... kulit muka jd bersih lembut d halus... rekomen bwt cowok mantabs,Positive,Love,barang sesuai diskripsi kulit muka jd bersih lembut d halus rekomen bwt cowok mantabs,1,3
Kirim Cepat Barang Ori Paking Rapi,Positive,Happy,kirim cepat barang ori paking rapi,1,2
ga ada gunanya atc ini tetap ga dikasi bubble..bikin rugi aja..,Negative,Anger,ga ada gunanya atc ini tetap ga dikasi bubble bikin rugi aja,0,0
"Pengiriman lama banget...oder hr minggu baru dikirim kamis, setiap ditanya jawabnya masih proses...barang dikirim salah size dan warna..order 34�, merah yg dikirim 32�, hitam...parah koordinasi nya",Negative,Anger,pengiriman lama banget oder hr minggu baru dikirim kamis setiap ditanya jawabnya masih proses barang dikirim salah size dan warna order merah yg dikirim hitam parah koordinasi nya,0,0
"Barang sesuai harapan, muat banyak barang sehingga membuat meja rias lebih rapi",Positive,Happy,barang sesuai harapan muat banyak barang sehingga membuat meja rias lebih rapi,1,2
"dapat kain microfiber, fungsi mau dicoba dulu, kalo buat sekarang ????? biar tokonya joss ??",Positive,Love,dapat kain microfiber fungsi mau dicoba dulu kalo buat sekarang biar tokonya joss,1,3
sempurnaaaaaaaaaaaaaaaaaaaaaaaaaaa,Positive,Love,sempurnaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,3
udah 2x order di sini dengan produk yang sama... recommended seller...,Positive,Happy,udah x order di sini dengan produk yang sama recommended seller,1,2
"mudah�n awet, tp kainnya kurang nyerap, kalo di lantai granit masih ninggalin bekas",Negative,Sadness,mudah n awet tp kainnya kurang nyerap kalo di lantai granit masih ninggalin bekas,0,4
BAHAN DARI PLASTIK DAN TIDAK KUAT JUGA BUAT MENOPANG LAPTOP.INI SIH KUATNYA BUAT TABLET GAISSS. LEBIH BAIK JANGAN BELI YANG INI,Negative,Fear,bahan dari plastik dan tidak kuat juga buat menopang laptop ini sih kuatnya buat tablet gaisss lebih baik jangan beli yang ini,0,1
BAHAN CELANANYA SANGAT AMAT TIPIS DAN MENERAWANG GAK SESUAI GAMBAR. DI GAMBAR KAYAK KATUN TEBAL GITU TAPI ASLINYA YG DIKIRIM TIPIS DAN GAK BANGET YA. MAAF.,Negative,Anger,bahan celananya sangat amat tipis dan menerawang gak sesuai gambar di gambar kayak katun tebal gitu tapi aslinya yg dikirim tipis dan gak banget ya maaf,0,0
"pie susunya jamuran, duh parah bgt sih jualan",Negative,Fear,pie susunya jamuran duh parah bgt sih jualan,0,1
"barang lumayan bagus, respon penjual cepat",Positive,Happy,barang lumayan bagus respon penjual cepat,1,2
kecewa. krn pd saat brg tsb sampai kami tdk ada dirmh. dan oleh kurir paketnya dilempar yg mengakibatkan bodi wajan tsb penyok.,Negative,Sadness,kecewa krn pd saat brg tsb sampai kami tdk ada dirmh dan oleh kurir paketnya dilempar yg mengakibatkan bodi wajan tsb penyok,0,4
kenapa pesananya ndk sesuai ukuran yg di pesan... klo stok kosong ya di ubah..,Negative,Anger,kenapa pesananya ndk sesuai ukuran yg di pesan klo stok kosong ya di ubah,0,0
"Produk sesuai deskripsi??. Kualitas produk bagus, karetnya tebal, buatannya rapi & halus. thanks seller for flash sale.",Positive,Happy,produk sesuai deskripsi kualitas produk bagus karetnya tebal buatannya rapi halus thanks seller for flash sale,1,2
"tipis, bagian dalam kurang rapi, untuk harga segitu jadi mahal krn ga awet",Negative,Sadness,tipis bagian dalam kurang rapi untuk harga segitu jadi mahal krn ga awet,0,4
"barang bagus. saran : utk pengiriman tolong kotak nya dikasih tulisan fragile. tadi punya saya di jatuhin di dalam pagar, alhamdulillah gak pecah barangnya",Positive,Happy,barang bagus saran utk pengiriman tolong kotak nya dikasih tulisan fragile tadi punya saya di jatuhin di dalam pagar alhamdulillah gak pecah barangnya,1,2
"saya beli L'oreal serioxyl nya, malah ga ada. yg datang malah giftnya aja..ini gmn sih official account lho padahal",Negative,Fear,saya beli l oreal serioxyl nya malah ga ada yg datang malah giftnya aja ini gmn sih official account lho padahal,0,1
"Mesin sesuai yg dibutuhkan. Cs nya juga ramah, menjawab semua pertanyaan apa yg kita butuhkan.",Positive,Happy,mesin sesuai yg dibutuhkan cs nya juga ramah menjawab semua pertanyaan apa yg kita butuhkan,1,2
"Beli 14 buah warna pink, dikirimnya ungu. Tidak ada konfirmasi sebelumnya dan ketika saya ty di DM pun tidak dibalas. Ada gantungan masker yg putus juga , tapi seller sama sekali tidak membalas DM saya ketika ditanya mengenai ini.",Negative,Sadness,beli buah warna pink dikirimnya ungu tidak ada konfirmasi sebelumnya dan ketika saya ty di dm pun tidak dibalas ada gantungan masker yg putus juga tapi seller sama sekali tidak membalas dm saya ketika ditanya mengenai ini,0,4
Pengiriman Lama dan Mainan Gak berfungsi dengan baik,Negative,Sadness,pengiriman lama dan mainan gak berfungsi dengan baik,0,4
"ga sesuai pesan adult dikirim kitten, kaleng pd penyok..diretur mahalan ongkirnya",Negative,Fear,ga sesuai pesan adult dikirim kitten kaleng pd penyok diretur mahalan ongkirnya,0,1
"Dapet celana yang gak ada kancingnya, sangat disayangkan...",Negative,Sadness,dapet celana yang gak ada kancingnya sangat disayangkan,0,4
"Seller ramah, pengiriman cepat. Gak nyangka ternyata paketnya bagus banget dan kacamatanya memang sangat berguna buat orang yang sering pakai hp.????",Positive,Happy,seller ramah pengiriman cepat gak nyangka ternyata paketnya bagus banget dan kacamatanya memang sangat berguna buat orang yang sering pakai hp,1,2
"diskon nya nipu,barang nya ternyata sesuai dengan harga",Negative,Fear,diskon nya nipu barang nya ternyata sesuai dengan harga,0,1
produk tiruan cacad .gx bisa ricord .untuk pembeli lain sebaiknya jangan beli produk ini kalo tidak ingin rugi. lebih baik beli merk taffware atau taffstudio yang sudah lama produksi v8. casing boleh sama tp kualitas jauh sekali. dri pada buang buang duit . clip on aja bisa ricord suara ini suondcard gx bisa . product sangat gx jelas,Negative,Fear,produk tiruan cacad gx bisa ricord untuk pembeli lain sebaiknya jangan beli produk ini kalo tidak ingin rugi lebih baik beli merk taffware atau taffstudio yang sudah lama produksi v casing boleh sama tp kualitas jauh sekali dri pada buang buang duit clip on aja bisa ricord suara ini suondcard gx bisa product sangat gx jelas,0,1
"QC oh QC .. lensa dalamnya pecah katnya udah Cek QC, picking asal padahal udah nambah buble wrap. perbaiki pelayanan..!",Negative,Anger,qc oh qc lensa dalamnya pecah katnya udah cek qc picking asal padahal udah nambah buble wrap perbaiki pelayanan,0,0
Proses pesanan cepat. Respon penjualnya top. Packaging rapi.,Positive,Happy,proses pesanan cepat respon penjualnya top packaging rapi,1,2
"console sebelah kanan analoq ya drift sendiri lecet juga, ng recommend deh.. kapok",Negative,Fear,console sebelah kanan analoq ya drift sendiri lecet juga ng recommend deh kapok,0,1
"beli 2, 1 tidak bisa. Wong rusak bilangnya sudah dicek tapi kok ga bisa ya",Negative,Sadness,beli tidak bisa wong rusak bilangnya sudah dicek tapi kok ga bisa ya,0,4
"bagussss sukakakkk, ntah udh brp kali order, bahannya bagus, adem n nyaman dan harga promonya mantulll",Positive,Love,bagussss sukakakkk ntah udh brp kali order bahannya bagus adem n nyaman dan harga promonya mantulll,1,3
"yg satu error mulu. jadinya repot. kadang hidupnya susah, kalauoun hidup, harusbpakai headset, sebab mic nya nyala mati",Negative,Sadness,yg satu error mulu jadinya repot kadang hidupnya susah kalauoun hidup harusbpakai headset sebab mic nya nyala mati,0,4
respon cepat terimakasih,Positive,Happy,respon cepat terimakasih,1,2
tripodnya mantap. dipakai sesuai kebutuhan ygbsederhana untuk taro hp dan kamera buat suting dan foto sederhana mumpuni banget. budget fits the function! keren!,Positive,Happy,tripodnya mantap dipakai sesuai kebutuhan ygbsederhana untuk taro hp dan kamera buat suting dan foto sederhana mumpuni banget budget fits the function keren,1,2
penjual bisa menjaga kualitas barang dan pengirimannya yang cepat. ini kali kedua pesen disini. terimakasih ya,Positive,Love,penjual bisa menjaga kualitas barang dan pengirimannya yang cepat ini kali kedua pesen disini terimakasih ya,1,3
Produk sesuai deskripsi??.,Positive,Happy,produk sesuai deskripsi,1,2
jelek jgn beli disini...kecewa....harga murah emang murahan bahannya...nyesal ********* penjualnya,Negative,Anger,jelek jgn beli disini kecewa harga murah emang murahan bahannya nyesal penjualnya,0,0
Alhamdulillah bagus,Positive,Happy,alhamdulillah bagus,1,2
"microphone tidak bekerja, sisi kiri kurang bassnya",Negative,Sadness,microphone tidak bekerja sisi kiri kurang bassnya,0,4
Product tidak bisa spray sudah di kocok berkali-kali ..tidak bisa dipakai.tidak recomended..kecewa,Negative,Sadness,product tidak bisa spray sudah di kocok berkali kali tidak bisa dipakai tidak recomended kecewa,0,4
ok guys mantap berfungsi dengan baik,Positive,Happy,ok guys mantap berfungsi dengan baik,1,2
"makasih seller.ramah, recomended seller. . tx u shakernya ya. bisa buat langganan nih.",Positive,Happy,makasih seller ramah recomended seller tx u shakernya ya bisa buat langganan nih,1,2
mantapppp fast delivery !!!! langganan trs tiap bulan ????????,Positive,Love,mantapppp fast delivery langganan trs tiap bulan,1,3
baru d pake seminggu rusak,Negative,Sadness,baru d pake seminggu rusak,0,4
Kereeeeennnnnn. Mantab,Positive,Love,kereeeeennnnnn mantab,1,3
Mantap Tajam. Kualitas Produk Bagus. Produk Sesuai.,Positive,Happy,mantap tajam kualitas produk bagus produk sesuai,1,2
barang yg saya terima dari 9 hanya 1 kondisi masih bagus dan layak pakai,Negative,Fear,barang yg saya terima dari hanya kondisi masih bagus dan layak pakai,0,1
"warna tidak sesuai dengan yg dikirim, males pengembalian barang seller asal-asalan kirim",Negative,Anger,warna tidak sesuai dengan yg dikirim males pengembalian barang seller asal asalan kirim,0,0
"mengecewakan tidak sesuai diskripsi panjangnya ternyata 30cm, di diskripsi 38-40cm, pesan 3 ps semuanya panjangnya 30 cm, ajuin komplain malah rugi di ongkir. Sial deh ??",Negative,Sadness,mengecewakan tidak sesuai diskripsi panjangnya ternyata cm di diskripsi cm pesan ps semuanya panjangnya cm ajuin komplain malah rugi di ongkir sial deh,0,4
"beli 2 dateng nya malah 1, pas di buka udah exited banget jadi Negativemood tenyata cuman 1",Negative,Fear,beli dateng nya malah pas di buka udah exited banget jadi negativemood tenyata cuman,0,1
"Kurang memuaskan, pesan 2 matrass dengan motif yg sama tapi yang datang satunya tidak sesuai dengan deskripsi dan foto. Tidak ada motipnya. Dan seller tidak memberi solusi sampai saat ini.",Negative,Anger,kurang memuaskan pesan matrass dengan motif yg sama tapi yang datang satunya tidak sesuai dengan deskripsi dan foto tidak ada motipnya dan seller tidak memberi solusi sampai saat ini,0,0
Produk sesuai pesanan baik bentuk maupun warnanya semuanya berfungsi normal,Positive,Happy,produk sesuai pesanan baik bentuk maupun warnanya semuanya berfungsi normal,1,2
"Jualan kok ngotottt, nggak laku toko nya bang?",Negative,Anger,jualan kok ngotottt nggak laku toko nya bang,0,0
"barang tidak sesuai gambar,mengecewakan",Negative,Sadness,barang tidak sesuai gambar mengecewakan,0,4
Alat tidak berfungsi,Negative,Sadness,alat tidak berfungsi,0,4
"Terima kasih atas pelayanan nya, sangat memuaskan.",Positive,Happy,terima kasih atas pelayanan nya sangat memuaskan,1,2
"Mantab, murah dan berkualitas",Positive,Happy,mantab murah dan berkualitas,1,2
sangat tidak cocok dgn yg tidak suka manis. Ini minuman manis bgt dan rasanya artificial mangga bgt. SALAH untuk yg expect ini minuman seger dan fresh dr mangga buah.,Negative,Fear,sangat tidak cocok dgn yg tidak suka manis ini minuman manis bgt dan rasanya artificial mangga bgt salah untuk yg expect ini minuman seger dan fresh dr mangga buah,0,1
"bahan jepitnya bagus, awet dipake gak mudah rusak",Positive,Happy,bahan jepitnya bagus awet dipake gak mudah rusak,1,2
"udah langgganan banget belanja imboost disini, semoga laris manis jualannya ya kak. terima kasih ????????????????????????",Positive,Love,udah langgganan banget belanja imboost disini semoga laris manis jualannya ya kak terima kasih,1,3
Barang berfungsi dengan baik. Recommended Seller ??,Positive,Love,barang berfungsi dengan baik recommended seller,1,3
Ga rapi bnyk yg item .....,Negative,Sadness,ga rapi bnyk yg item,0,4
kurang bagus..kurang pas sama fotonya,Negative,Sadness,kurang bagus kurang pas sama fotonya,0,4
Repeat order yg entah keberapa. Selalu puas. Makasiii banyak gan. Sukses selaloeee yaaaa...,Positive,Love,repeat order yg entah keberapa selalu puas makasiii banyak gan sukses selaloeee yaaaa,1,3
"Great service, pelayanannya super cepat dan memuaskan semua yg saya tanyakan dijelaskan dengan sabar dan jelas",Positive,Happy,great service pelayanannya super cepat dan memuaskan semua yg saya tanyakan dijelaskan dengan sabar dan jelas,1,2
padahal gw uda kasih Note warna MERAH dan gw udah chat kepenjual juga yang dateng malah warna UNGU! ERROR nih yang jual Kesel gw,Negative,Anger,padahal gw uda kasih note warna merah dan gw udah chat kepenjual juga yang dateng malah warna ungu error nih yang jual kesel gw,0,0
"kecewa kali, bknnya di test dlu sblom kirim, tdk ada satupun yg bs hidup.. brg sangat ringan, yg punya sy bli di Ace brgnya berat dan bs hidup..",Negative,Sadness,kecewa kali bknnya di test dlu sblom kirim tdk ada satupun yg bs hidup brg sangat ringan yg punya sy bli di ace brgnya berat dan bs hidup,0,4
"Ga sesuai expetasi, lebih mirip singlet drpd tanktop, beli putih 2, hitam 2 yg dikirim hitam semua pdhal sblm order sdh tanya saat cekout jg yg dipilih hitam, putih, packing rapi , pengiriman agak lama , penjual responsif",Negative,Sadness,ga sesuai expetasi lebih mirip singlet drpd tanktop beli putih hitam yg dikirim hitam semua pdhal sblm order sdh tanya saat cekout jg yg dipilih hitam putih packing rapi pengiriman agak lama penjual responsif,0,4
Barangnya bagus dan original. Packaging juga bagus full dng bubble wrap berlapis dan dilapis dng packing kardus. Barang msh tersegel.,Positive,Happy,barangnya bagus dan original packaging juga bagus full dng bubble wrap berlapis dan dilapis dng packing kardus barang msh tersegel,1,2
"terima kasih kak, puas beli voucher tiket disini, recommended seller ??",Positive,Love,terima kasih kak puas beli voucher tiket disini recommended seller,1,3
Bahannya tipis & agak kasar. Pengiriman cepet..,Positive,Happy,bahannya tipis agak kasar pengiriman cepet,1,2
Gampang dibawa-bawa. Muat banyak buku. Enak buat baca. Packaging aman ??. Packaging rapi.,Positive,Happy,gampang dibawa bawa muat banyak buku enak buat baca packaging aman packaging rapi,1,2
"Packing aman, pengiriman cepat dan barang berfungsi dengan baik",Positive,Happy,packing aman pengiriman cepat dan barang berfungsi dengan baik,1,2
Ini produk ga diragukan sensornya. Hampir ga ada delay dieksekusinya. Mantap.,Positive,Happy,ini produk ga diragukan sensornya hampir ga ada delay dieksekusinya mantap,1,2
"sudah dicoba untuk 3 hari dan controller tidak ada masalah, masih berfungsi dengan baik. feel tombolnya oke lah cocok buat saya yang suka main game sebagai casual",Positive,Happy,sudah dicoba untuk hari dan controller tidak ada masalah masih berfungsi dengan baik feel tombolnya oke lah cocok buat saya yang suka main game sebagai casual,1,2
