review,sentiment,emotion,clean_review,sentiment_label,emotion_label
"mantabs sih, build quality nya bagus banget.. dan satisfying banget pas ambil bulu kucing dari sela sela sisir nya..",Positive,Love,mantabs sih build quality nya bagus banget dan satisfying banget pas ambil bulu kucing dari sela sela sisir nya,1,3
"dari dulu emang suka dg efek 'nyesss ... adem' pakai sabun ini. apalagi sdg promo beli 2 dapat 3. brg terbungkus rapi dg bubble wrap, aman sampai diterima.",Positive,Love,dari dulu emang suka dg efek nyesss adem pakai sabun ini apalagi sdg promo beli dapat brg terbungkus rapi dg bubble wrap aman sampai diterima,1,3
"mantap sekali broooo, penjual ramah, sabar dan jika ada masalah pasti ditangani. ARIGATOOO??",Positive,Love,mantap sekali broooo penjual ramah sabar dan jika ada masalah pasti ditangani arigatooo,1,3
Diterima dengan baik dalam bungkusan yang rapi. Sekarang jadi strap masker favorit,Positive,Happy,diterima dengan baik dalam bungkusan yang rapi sekarang jadi strap masker favorit,1,2
"warnanya lucu, kecil, dan ringan. tp jd keliatan ga kokoh kayak mudah rusak. barang datangnya kayak ga baru, banyak yg lecet di body embernya. tangkainya mesti di wrapping biar ga gesek ke body ember",Negative,Fear,warnanya lucu kecil dan ringan tp jd keliatan ga kokoh kayak mudah rusak barang datangnya kayak ga baru banyak yg lecet di body embernya tangkainya mesti di wrapping biar ga gesek ke body ember,0,1
bagus reseller gercep bgt,Positive,Happy,bagus reseller gercep bgt,1,2
Jkt - bdg cmn butuh waktu semalem packing nya mntp pack nya rapi kgak d lecet suara nya enak bet buat rekaman Fingerstyle akustik gatau dah mntp pokoknya,Positive,Happy,jkt bdg cmn butuh waktu semalem packing nya mntp pack nya rapi kgak d lecet suara nya enak bet buat rekaman fingerstyle akustik gatau dah mntp pokoknya,1,2
mantab barang susuai pesanan tepat waktu,Positive,Happy,mantab barang susuai pesanan tepat waktu,1,2
"produk ada goresan, ga rapi dan ada kotoran di pinggirannya. kiriman cepat smpe.",Negative,Fear,produk ada goresan ga rapi dan ada kotoran di pinggirannya kiriman cepat smpe,0,1
"Jam nya mati tidak bisa di hidup kan(sudah di tekan tombol on/off), komplain tidak ada respon,tolong jgn jual jam mati/rusak atau di cek dahulu sebelum di kirim",Negative,Sadness,jam nya mati tidak bisa di hidup kan sudah di tekan tombol on off komplain tidak ada respon tolong jgn jual jam mati rusak atau di cek dahulu sebelum di kirim,0,4
lubang nya jelek bgt,Negative,Anger,lubang nya jelek bgt,0,0
kecewa. kok brg rusak dikirim. di chat lama responnya sampai batas waktu otomatis habis. padahal sdh langganan lama ditoko ini..,Negative,Sadness,kecewa kok brg rusak dikirim di chat lama responnya sampai batas waktu otomatis habis padahal sdh langganan lama ditoko ini,0,4
"Satu dr 2 humidifier diffuser yg sy beli, saat saya mulai pasang hari ini di kantor, setelah bbrp saat mengeluarkan bunyi yg luarbiasa brisik. Waduh sy shock dan kecewa bngt, while 1 produk lainnya (type sama) works well. Butuh kebesaran hati penjual utk menukar item yg tdk sesuai spec ini.",Negative,Sadness,satu dr humidifier diffuser yg sy beli saat saya mulai pasang hari ini di kantor setelah bbrp saat mengeluarkan bunyi yg luarbiasa brisik waduh sy shock dan kecewa bngt while produk lainnya type sama works well butuh kebesaran hati penjual utk menukar item yg tdk sesuai spec ini,0,4
"Packaging rapi, barang sesuai pesanan & ekspektasi. Bahannya lembut, ringan, jahitannya rapi, dan warnanya cantik",Positive,Happy,packaging rapi barang sesuai pesanan ekspektasi bahannya lembut ringan jahitannya rapi dan warnanya cantik,1,2
Nyaman dipakai. Modelnya cantik ??.,Positive,Happy,nyaman dipakai modelnya cantik,1,2
"barang sesuai gambar,mantul,cepat nyampe,puas banget",Positive,Love,barang sesuai gambar mantul cepat nyampe puas banget,1,3
pengiriman super cepet. super recommended bgt. cepat mengisi daya. terima kasih,Positive,Happy,pengiriman super cepet super recommended bgt cepat mengisi daya terima kasih,1,2
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",Positive,Happy,trmksh barang sesuai pesanan fungsi normal tingkatkan terus pelayanan,1,2
"Waktu itu beli di e-commerce sebelah bagus banget, jahitannya rapi. Tapi kenapa pas beli di sini jahitannya nggak rapi. Kayak buru2 buatnya ??, serius sih agak kecewa. Padahal udah excited banget. Semoga pas mau beli lagi nggak kayak gini ya ??",Negative,Sadness,waktu itu beli di e commerce sebelah bagus banget jahitannya rapi tapi kenapa pas beli di sini jahitannya nggak rapi kayak buru buatnya serius sih agak kecewa padahal udah excited banget semoga pas mau beli lagi nggak kayak gini ya,0,4
MANTULLL.. recommended seller,Positive,Love,mantulll recommended seller,1,3
"Barang sesuai pesanan, kondisi berfungsi dengan baik. Seller responsif proses kirim cepat. Recommended!!!",Positive,Happy,barang sesuai pesanan kondisi berfungsi dengan baik seller responsif proses kirim cepat recommended,1,2
"Ini pembelian ke 5 krupuknya mantap, pengirimannya cepat dan tidak ada yang rusak. Terima kasih kepada penjual dan kurir sicepat",Positive,Love,ini pembelian ke krupuknya mantap pengirimannya cepat dan tidak ada yang rusak terima kasih kepada penjual dan kurir sicepat,1,3
"tidak recommended , hanya memikirkan untung , tidak memikirkan keluhan konsumen",Negative,Fear,tidak recommended hanya memikirkan untung tidak memikirkan keluhan konsumen,0,1
Minta yg bentuk ikan eee malah diksh yg bentuk donat.... kucing sy gak mau yg bentuk donat.... kecewa sy..,Negative,Sadness,minta yg bentuk ikan eee malah diksh yg bentuk donat kucing sy gak mau yg bentuk donat kecewa sy,0,4
"Barangnya bagus sesuai deskripsi, banyak batu filter penuh, mudah dipasang ???? semoga awet. Dan pengiriman cepet banget. Seller Recomended ????",Positive,Love,barangnya bagus sesuai deskripsi banyak batu filter penuh mudah dipasang semoga awet dan pengiriman cepet banget seller recomended,1,3
Minta warna coklat dikirim hitam. Bilangnya ready,Negative,Sadness,minta warna coklat dikirim hitam bilangnya ready,0,4
ada cacat sedikit dan overpriced untuk plastik seperti itu,Negative,Fear,ada cacat sedikit dan overpriced untuk plastik seperti itu,0,1
"Hasil memuaskan, bahan sesuai deskripsi, dan pengerjaan cepat was wes wus",Positive,Love,hasil memuaskan bahan sesuai deskripsi dan pengerjaan cepat was wes wus,1,3
saya belom menerima paket ini kenapa sudah selesai yah gimana sih!!!!,Negative,Anger,saya belom menerima paket ini kenapa sudah selesai yah gimana sih,0,0
mantaaap ??,Positive,Happy,mantaaap,1,2
"Awet banget ni strap nya, enak juga tebel, jadi ga takut putus",Positive,Happy,awet banget ni strap nya enak juga tebel jadi ga takut putus,1,2
Barang (printer) yang di kirim rusak admin online tapi tidak mau membalas chat dan pertanyaan saya untuk claim garansi.,Negative,Fear,barang printer yang di kirim rusak admin online tapi tidak mau membalas chat dan pertanyaan saya untuk claim garansi,0,1
"barang ok (harga, porsi) terjangkau, untuk rasa enak, pengiriman cepat..good job",Positive,Happy,barang ok harga porsi terjangkau untuk rasa enak pengiriman cepat good job,1,2
Pesan 3 yang sampai 2. Semoga berkah deh yg curangin,Negative,Anger,pesan yang sampai semoga berkah deh yg curangin,0,0
Barang sesuai deskripsi.. seller fast response.. pengiriman aman sampai rumah..,Positive,Happy,barang sesuai deskripsi seller fast response pengiriman aman sampai rumah,1,2
barangnya kurang satu,Negative,Sadness,barangnya kurang satu,0,4
"Herbal lengkap dengan harga oke, sudah langganan. Ini foto kalo sudah saya masak jadi tim ayam obat",Positive,Happy,herbal lengkap dengan harga oke sudah langganan ini foto kalo sudah saya masak jadi tim ayam obat,1,2
Ada cacat pada saat sampai di rumah ??,Negative,Sadness,ada cacat pada saat sampai di rumah,0,4
talinya ud putus kok dimasukin lagi ??,Negative,Anger,talinya ud putus kok dimasukin lagi,0,0
amit� rasanya ????,Negative,Anger,amit rasanya,0,0
"barang sampe kardus rusak gini, kata mas yg bawa pas dia terima kardus nya uda gini. kecewa saya uda lama barang yang diterima bgini. dalam nya paas di buka, sanitizernya basah smua tumpah keluar seger kayak ke buka gitu.",Negative,Sadness,barang sampe kardus rusak gini kata mas yg bawa pas dia terima kardus nya uda gini kecewa saya uda lama barang yang diterima bgini dalam nya paas di buka sanitizernya basah smua tumpah keluar seger kayak ke buka gitu,0,4
pngiriman super cepat. pengemasan rapi. brg sesuai deskripsi,Positive,Love,pngiriman super cepat pengemasan rapi brg sesuai deskripsi,1,3
Mantapp,Positive,Love,mantapp,1,3
barangggggg okkkkk,Positive,Happy,barangggggg okkkkk,1,2
Proses barang sampe pengirimanmya lamaaa,Negative,Anger,proses barang sampe pengirimanmya lamaaa,0,0
"bahan bagus, kualitas bagus sesuai harga",Positive,Happy,bahan bagus kualitas bagus sesuai harga,1,2
"respon cepat, barang aman, buahnya segar dan bagus, pengiriman cepat",Positive,Happy,respon cepat barang aman buahnya segar dan bagus pengiriman cepat,1,2
"Barang sampai dengan selamat, fungsi Insya Allah berjalan dengan baik, tinggal penggunaannya masih belum mahir Barang oke mantap??",Positive,Happy,barang sampai dengan selamat fungsi insya allah berjalan dengan baik tinggal penggunaannya masih belum mahir barang oke mantap,1,2
"so far barang yg aku terima bagus no cacat, tp barang ini agak cacat di covernya, kynya dr pengiriman karena pas sampe packingnya dah kebuka gak tau kynya di sobek buat ngeliat isinya sm si kurir atau gmna jdnya bukunya kegesek huhu sedih sih tp untungnya cm cover doang gk sampe ke dalem",Positive,Happy,so far barang yg aku terima bagus no cacat tp barang ini agak cacat di covernya kynya dr pengiriman karena pas sampe packingnya dah kebuka gak tau kynya di sobek buat ngeliat isinya sm si kurir atau gmna jdnya bukunya kegesek huhu sedih sih tp untungnya cm cover doang gk sampe ke dalem,1,2
"Setelah 6 hari penantian, akhirnya tiba juga. Barang udah di cek, kondisi baterai aman, charger aman, all safe. Terima kasih",Positive,Happy,setelah hari penantian akhirnya tiba juga barang udah di cek kondisi baterai aman charger aman all safe terima kasih,1,2
Terbaikkkkkkkkkkk,Positive,Love,terbaikkkkkkkkkkk,1,3
Barang cepat sampai. Kualitas bagus dan pengiriman aman tidak ada yang pecah. Manstapu ??????,Positive,Happy,barang cepat sampai kualitas bagus dan pengiriman aman tidak ada yang pecah manstapu,1,2
"Mienya enak Favorit keluarga. Sudah langganan beli mie sedap di toko OS , packing rapi dan dpt bonus. makasih ya????",Positive,Love,mienya enak favorit keluarga sudah langganan beli mie sedap di toko os packing rapi dan dpt bonus makasih ya,1,3
"Barangnya bagus pengirimannya cepat, cuma kekurangan agan satu ini yaitu terlalu baik dan ramah, bahkan pengiriman di hari Minggupun dijalankan. Tuhan memberkati, sehat dan sukses selalu. Terima Kasih.",Positive,Love,barangnya bagus pengirimannya cepat cuma kekurangan agan satu ini yaitu terlalu baik dan ramah bahkan pengiriman di hari minggupun dijalankan tuhan memberkati sehat dan sukses selalu terima kasih,1,3
"Yg dipesan & yg dtg barangnya beda, ga ada konfirmasi, mau retur juga mahal di ongkos, Sudah lah",Negative,Fear,yg dipesan yg dtg barangnya beda ga ada konfirmasi mau retur juga mahal di ongkos sudah lah,0,1
"ini sih bukan 3m asli mengecewakan ,udah beli 10 tp gini",Negative,Sadness,ini sih bukan m asli mengecewakan udah beli tp gini,0,4
"pesanan aman dan pengirimannya cepet. seller juga responsif. bukunya ternyata gak tebel. thanks seller, bukunya sampe dalam keadaan aman. sayang aja gak kebagian bookmarks nya Periplus pdhl belanja banyak.",Positive,Happy,pesanan aman dan pengirimannya cepet seller juga responsif bukunya ternyata gak tebel thanks seller bukunya sampe dalam keadaan aman sayang aja gak kebagian bookmarks nya periplus pdhl belanja banyak,1,2
"Respon cepat , kemasan rapi , harga murah barang istimewa",Positive,Happy,respon cepat kemasan rapi harga murah barang istimewa,1,2
"mantap,, packing rapi.. mantap pokoknya...",Positive,Love,mantap packing rapi mantap pokoknya,1,3
lampu mati tidak mau nyala minta di revan,Negative,Fear,lampu mati tidak mau nyala minta di revan,0,1
Produk yang diterima lengkap. Lampunya terang. Pas di kepala. pengiriman standard. paket sampai dengan aman. makasih,Positive,Happy,produk yang diterima lengkap lampunya terang pas di kepala pengiriman standard paket sampai dengan aman makasih,1,2
Barang cuma bs dipakai seminggu... uap nya gk muncul lagi...kecewa banget... jadi gk bs diapa2in. Buat yg lain jgn karna murah beli ya...barang cm tahan seminggu,Negative,Sadness,barang cuma bs dipakai seminggu uap nya gk muncul lagi kecewa banget jadi gk bs diapa in buat yg lain jgn karna murah beli ya barang cm tahan seminggu,0,4
exp dekat padahal udah beli banyak buat di jual lagi... ini pengalaman klo harga miring mumer harus waspada .,Negative,Fear,exp dekat padahal udah beli banyak buat di jual lagi ini pengalaman klo harga miring mumer harus waspada,0,1
Celana semua tidak seperti orderan. Minta nomer 32 dan 35 malah dikasih 33 dan 36.,Negative,Sadness,celana semua tidak seperti orderan minta nomer dan malah dikasih dan,0,4
"Br pakai 15mnt sudah rusak, padahal engga jatuh dan ga kebanting.",Negative,Fear,br pakai mnt sudah rusak padahal engga jatuh dan ga kebanting,0,1
Berfungsi dengan baik. Kualitas sesuai harga. Penjualnya ramah banget. Proses pesanan cepat. Respon penjualnya top.,Positive,Happy,berfungsi dengan baik kualitas sesuai harga penjualnya ramah banget proses pesanan cepat respon penjualnya top,1,2
"Produknya bagus, pengiriman cepat (fast respost). Saran aja bagi pembeli klau buka pelastik pembungkus kaca jamnya pelannya. Overall this store are Positive. Thank you",Positive,Happy,produknya bagus pengiriman cepat fast respost saran aja bagi pembeli klau buka pelastik pembungkus kaca jamnya pelannya overall this store are positive thank you,1,2
saya kira dapet lengkap kurang ternyata apa solusinya?,Negative,Fear,saya kira dapet lengkap kurang ternyata apa solusinya,0,1
keras nya bukan main kayk batu,Negative,Anger,keras nya bukan main kayk batu,0,0
Cacat gitu jidatnya..mana jelas bgt lagi..hadeeuuhh,Negative,Anger,cacat gitu jidatnya mana jelas bgt lagi hadeeuuhh,0,0
"barang sesuai deskripsi, makasih seller",Positive,Happy,barang sesuai deskripsi makasih seller,1,2
Barang yang dikirimkan sesuai dan harga terjangkau,Positive,Happy,barang yang dikirimkan sesuai dan harga terjangkau,1,2
ga berfungsi kecewa bgt,Negative,Sadness,ga berfungsi kecewa bgt,0,4
jelek,Negative,Anger,jelek,0,0
"maennanya macet g bisa nutup mulutnya,,kecewa",Negative,Sadness,maennanya macet g bisa nutup mulutnya kecewa,0,4
"barang sesuai, bagus dan cepat sampai",Positive,Happy,barang sesuai bagus dan cepat sampai,1,2
barang tidak d kirim komplain tidak d respon,Negative,Fear,barang tidak d kirim komplain tidak d respon,0,1
"Barusan saya tes untuk ambil sampah di sungai dekat rumah, untuk kekuatan daya cekram si alatnya masuk akal untuk harga segini. untuk ambil plastik mudah, tapi untuk ambil sampah kain atau sampah yg udah kekubur agak sulit karena kurang kuat cekramannya",Positive,Happy,barusan saya tes untuk ambil sampah di sungai dekat rumah untuk kekuatan daya cekram si alatnya masuk akal untuk harga segini untuk ambil plastik mudah tapi untuk ambil sampah kain atau sampah yg udah kekubur agak sulit karena kurang kuat cekramannya,1,2
"Boleh murah tp jangan murahan. Produk masih banyak reject nya. Jahitan berantakan, sol banyak longgar dan tidak rapih. Pengiriman pun di reschedule di pending se suka hati penjual tanpa memberikan alasan sebab yg jelas. Packaging tidak rapih. Anehnya foto tidak bisa di upload",Negative,Fear,boleh murah tp jangan murahan produk masih banyak reject nya jahitan berantakan sol banyak longgar dan tidak rapih pengiriman pun di reschedule di pending se suka hati penjual tanpa memberikan alasan sebab yg jelas packaging tidak rapih anehnya foto tidak bisa di upload,0,1
bahan sangat tipis dan mudah robek karena lem nya sangat lengket.. sangat sulit di buka karena antara lem dan bahan yg tipis menempel.. akhirnya ga jadi pasang di buang ke tong sampah,Negative,Fear,bahan sangat tipis dan mudah robek karena lem nya sangat lengket sangat sulit di buka karena antara lem dan bahan yg tipis menempel akhirnya ga jadi pasang di buang ke tong sampah,0,1
celanany ga masuk k kaki anak saya...padahal pesannya udh d naikan 1 ukuran....,Negative,Sadness,celanany ga masuk k kaki anak saya padahal pesannya udh d naikan ukuran,0,4
masker nyaman dipakainya tidak sesak .....bagus,Positive,Happy,masker nyaman dipakainya tidak sesak bagus,1,2
"bad service pengiriman same day (gosend) melewati batas estimasi, jika tdk mampu melayani pengiriman sameday gosend sebaiknya di non aktifkan agar pembeli tdk bayar lbh mahal ongkir",Negative,Fear,bad service pengiriman same day gosend melewati batas estimasi jika tdk mampu melayani pengiriman sameday gosend sebaiknya di non aktifkan agar pembeli tdk bayar lbh mahal ongkir,0,1
Udah Tertulis +Buble Tp Gak Ada Bublenya...untung G pecah...mau komplain nanggung uang 2rb,Negative,Fear,udah tertulis buble tp gak ada bublenya untung g pecah mau komplain nanggung uang rb,0,1
Kecewa berat. Kardus rusak padahal untuk kado,Negative,Sadness,kecewa berat kardus rusak padahal untuk kado,0,4
"ANJING TERNYATA PALSU INI BARANG BANGSAT2 AWAS KETIPU OI, YANG ASLI ADA SEGEL DISTRIBUTOR NYA",Negative,Anger,anjing ternyata palsu ini barang bangsat awas ketipu oi yang asli ada segel distributor nya,0,0
respon seller ok.Barang sesuai deskripsi dan mudah pemasangan sejauh ini puas. Saran membangun untuk stik ps bawaan bisa ditingkatkan atau ada pilihan upgrade stik.Overall worth untuk harga segini. Pengiriman tiba sesuai jadwal meski di akhir. ??,Positive,Happy,respon seller ok barang sesuai deskripsi dan mudah pemasangan sejauh ini puas saran membangun untuk stik ps bawaan bisa ditingkatkan atau ada pilihan upgrade stik overall worth untuk harga segini pengiriman tiba sesuai jadwal meski di akhir,1,2
mantullllllll,Positive,Happy,mantullllllll,1,2
Barang sesuai deskripsi,Positive,Happy,barang sesuai deskripsi,1,2
"kiri pembelian ke 2 ( saya beli 150pcs). yg kanan pembelian pertama. warna dan kualitas berbeda. pembelin ke 2 bahan tipis, warna tidak secerah pembelian pertama",Negative,Fear,kiri pembelian ke saya beli pcs yg kanan pembelian pertama warna dan kualitas berbeda pembelin ke bahan tipis warna tidak secerah pembelian pertama,0,1
rasanya agak asem mungkin terlalu banyak tomat,Negative,Fear,rasanya agak asem mungkin terlalu banyak tomat,0,1
Barang pecah dan rusak saat diterima,Negative,Fear,barang pecah dan rusak saat diterima,0,1
Puas dan gercep banget seller nya. Pesan dua kartu dan dua duanya berfungsi dengan aman. Terima kasih.,Positive,Happy,puas dan gercep banget seller nya pesan dua kartu dan dua duanya berfungsi dengan aman terima kasih,1,2
saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban ada donk. setelah barang sampai ternyata tidak ada.. sungguh mengecewakan. terima kasih. hati hati kalo konfirmasi kelengkapan barang.. tidak semua pembeli fokus ke ps2 nya.. perhatikan permintaan game nya..,Negative,Sadness,saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban ada donk setelah barang sampai ternyata tidak ada sungguh mengecewakan terima kasih hati hati kalo konfirmasi kelengkapan barang tidak semua pembeli fokus ke ps nya perhatikan permintaan game nya,0,4
mantap Gan???? Produk Original. Barang Sesuai Deskripsi. Produk berfungsi dengan baik.,Positive,Love,mantap gan produk original barang sesuai deskripsi produk berfungsi dengan baik,1,3
"top banget, kurir ramah banget, udah langganan sicepat top dah, terimakasih seller dan kurir , gak lupa juga Tokopedia terimakasih ???",Positive,Love,top banget kurir ramah banget udah langganan sicepat top dah terimakasih seller dan kurir gak lupa juga tokopedia terimakasih,1,3
Tidak menerawang. Mudah dibentuk. Nyaman dipakai. Jahitan rapi. Bahannya adem. Warnanya cantik ??. Modelnya cantik ??,Positive,Love,tidak menerawang mudah dibentuk nyaman dipakai jahitan rapi bahannya adem warnanya cantik modelnya cantik,1,3
"Saya membeli 20 item, dan yg saya terima hanya 10. sudah komplain tdk bisa karena memang saya video ulang dikarenakan video pertama tidak ke rekam.",Negative,Fear,saya membeli item dan yg saya terima hanya sudah komplain tdk bisa karena memang saya video ulang dikarenakan video pertama tidak ke rekam,0,1
mantap berkualitas,Positive,Love,mantap berkualitas,1,3
"Biasa disinfectant klo di nyalain api menyala, yg ini tidak ! Jd ragu!!",Negative,Fear,biasa disinfectant klo di nyalain api menyala yg ini tidak jd ragu,0,1
"awal dikirim brg sih packing rapih ya, tp ada bocel sm kaki tripod karetnya ada yg ilang. trs saya balikim barangnya (saya kasih bubble wrap buat balikin). tp seller kirim brg barunya sama sekali ga pake bubble wrap, alhasil banyak lecet + penyok2, dibilang dr seller ktnya hrs xtra bubble wrap???. tau gt saya balikinnya gausa make bubble wrap",Negative,Anger,awal dikirim brg sih packing rapih ya tp ada bocel sm kaki tripod karetnya ada yg ilang trs saya balikim barangnya saya kasih bubble wrap buat balikin tp seller kirim brg barunya sama sekali ga pake bubble wrap alhasil banyak lecet penyok dibilang dr seller ktnya hrs xtra bubble wrap tau gt saya balikinnya gausa make bubble wrap,0,0
"empuk manis gede dagingnya, kecil bijinya. respon seller cepat, gratis ongkirnya juga cepat sampai. mantap deh. pasti bakal beli lagi disini.",Positive,Happy,empuk manis gede dagingnya kecil bijinya respon seller cepat gratis ongkirnya juga cepat sampai mantap deh pasti bakal beli lagi disini,1,2
barang bagus dan berkwalitas.. mantapsss... sesuai deskripsi.. cepat sampai,Positive,Happy,barang bagus dan berkwalitas mantapsss sesuai deskripsi cepat sampai,1,2
"Kurma Medjol Palestine emang fave aku bgtt.. legit ga trllu manis, bijinya keciiil, dagingnya jumbo, cocok utk ibukku yg kebetulan diabetes.. tp baru pertama beli disini. Makasi ya Ka, pengiriman cpt 1hri aja.. makasi jg Tokped dah gratis ongkir, semoga Allah SWT memberkahi kalian",Positive,Love,kurma medjol palestine emang fave aku bgtt legit ga trllu manis bijinya keciiil dagingnya jumbo cocok utk ibukku yg kebetulan diabetes tp baru pertama beli disini makasi ya ka pengiriman cpt hri aja makasi jg tokped dah gratis ongkir semoga allah swt memberkahi kalian,1,3
"barang sampai dengan selamat, cakep juga modelnya, dan tidak pernah kecewa dengan produk eiger",Positive,Happy,barang sampai dengan selamat cakep juga modelnya dan tidak pernah kecewa dengan produk eiger,1,2
barang sesuai deskripsi pengiriman cepat seller responship dan ramahterimakasih seller dan tokopedia,Positive,Happy,barang sesuai deskripsi pengiriman cepat seller responship dan ramahterimakasih seller dan tokopedia,1,2
keras gak ada rasa,Negative,Anger,keras gak ada rasa,0,0
"gimana bisa miring begitu? plus udh di wanti2 alamat kirim kantor tutup jam 5 terus libur akhir tahun. udh ditanya udh konfirmasi katanya bisa sblm jam 5 sampe pake sameday. ini nyampe nya jam 8 malem, gw nungguin di warkop depan kantor yg udh gelap. tolonglah kalo udh di notice gitu pilih sameday grab/gojek jgn pake anteraja yg transit sana transit sini. kalo emg ga bisa ga usah diiyakan pas nanya jam 5 sampe apa enggak. kecewa",Negative,Fear,gimana bisa miring begitu plus udh di wanti alamat kirim kantor tutup jam terus libur akhir tahun udh ditanya udh konfirmasi katanya bisa sblm jam sampe pake sameday ini nyampe nya jam malem gw nungguin di warkop depan kantor yg udh gelap tolonglah kalo udh di notice gitu pilih sameday grab gojek jgn pake anteraja yg transit sana transit sini kalo emg ga bisa ga usah diiyakan pas nanya jam sampe apa enggak kecewa,0,1
mantaap barang datang dengab cepat,Positive,Happy,mantaap barang datang dengab cepat,1,2
"pengirimannya sangat lama, belum dikirim statusnya dibuat sudah dikirim. adminnya balasnya template kecewa sekali belanja di official store",Negative,Sadness,pengirimannya sangat lama belum dikirim statusnya dibuat sudah dikirim adminnya balasnya template kecewa sekali belanja di official store,0,4
ini pembelian ke 2 tidak mengecewakan... belum di unboxing...makasih banget bang next order lagi...,Positive,Love,ini pembelian ke tidak mengecewakan belum di unboxing makasih banget bang next order lagi,1,3
"brg dtg ga sesuai pict, ga bs d pake, rusak pengaturan aliran air nya, itung2amal aza, hrg flashsale dan ongkir 15k",Negative,Fear,brg dtg ga sesuai pict ga bs d pake rusak pengaturan aliran air nya itung amal aza hrg flashsale dan ongkir k,0,1
"alhamdulillah barang datang dengan kondisi baik,, tidak penyok tdk retak atau patah dan barangny sesuai dgn foto bahan produk jg bagus. seller fast respon, thanx.",Positive,Happy,alhamdulillah barang datang dengan kondisi baik tidak penyok tdk retak atau patah dan barangny sesuai dgn foto bahan produk jg bagus seller fast respon thanx,1,2
"butuh cepet di kirim lama di respon pun lama yang jual amanah brather,jujur nyesel gw beli di toko ini",Negative,Sadness,butuh cepet di kirim lama di respon pun lama yang jual amanah brather jujur nyesel gw beli di toko ini,0,4
"PUAS sekali ... saya pesan 90 pcs , semuanya pas qty nya dan tidak ada yg cacat, 1 per 1 ada mainan nya ... pengiriman brg juga cepat... terima kasih yaahh seller .. ???? untuk harga segini sih murah sekalii...",Positive,Love,puas sekali saya pesan pcs semuanya pas qty nya dan tidak ada yg cacat per ada mainan nya pengiriman brg juga cepat terima kasih yaahh seller untuk harga segini sih murah sekalii,1,3
"Packing bagus, puass",Positive,Happy,packing bagus puass,1,2
"Bahan kulitnya panas, kursi kurang empuk, standar aj.",Negative,Sadness,bahan kulitnya panas kursi kurang empuk standar aj,0,4
"dikirimnya cepat dan super duper rapih ,terima kasih",Positive,Happy,dikirimnya cepat dan super duper rapih terima kasih,1,2
jangan lupa gaes diorder toko ini,Positive,Love,jangan lupa gaes diorder toko ini,1,3
Bahannya adem.,Positive,Happy,bahannya adem,1,2
"barang original,aseli dan aman",Positive,Happy,barang original aseli dan aman,1,2
Bahannya adem. Warnanya cantik ??. Ukuran sesuai. terimakasih,Positive,Love,bahannya adem warnanya cantik ukuran sesuai terimakasih,1,3
Bahasa Indonesia. Diterima dengan baik. Barang bagus dan ori. Pengiriman cepat. MANTAPP JIWAAA ????,Positive,Love,bahasa indonesia diterima dengan baik barang bagus dan ori pengiriman cepat mantapp jiwaaa,1,3
pelayanan bagus besok2 order lagi,Positive,Love,pelayanan bagus besok order lagi,1,3
kecewaaa,Negative,Sadness,kecewaaa,0,4
barangnya sama sekali gak sampai. pesan juga balon hati juga beda. gak sesuai.,Negative,Sadness,barangnya sama sekali gak sampai pesan juga balon hati juga beda gak sesuai,0,4
"Alhamdulillah untuk barang sangat sangat bagus, sudah beli 2 kali. pesanan di proses dengan sangat cepat??????????????????????????????????????????",Positive,Love,alhamdulillah untuk barang sangat sangat bagus sudah beli kali pesanan di proses dengan sangat cepat,1,3
Cepat rusak gampang sobek.. Kotor.. Tidak recommend..,Negative,Fear,cepat rusak gampang sobek kotor tidak recommend,0,1
"pengiriman cepat, kualitas sangat bagus, gak ada yg cacat packingan sangat kuat dan rapih, kokoh banget,gak nyangka gede banget. tks sukses selalu ????",Positive,Happy,pengiriman cepat kualitas sangat bagus gak ada yg cacat packingan sangat kuat dan rapih kokoh banget gak nyangka gede banget tks sukses selalu,1,2
Brang sampe walau agak lama terimkasih,Positive,Happy,brang sampe walau agak lama terimkasih,1,2
"Paket cepat datang, packing aman sekali, dapet bonus hair masker wanginya enak banget. Thank you loreal",Positive,Happy,paket cepat datang packing aman sekali dapet bonus hair masker wanginya enak banget thank you loreal,1,2
"overall keren. Paking aman, seller ramah n fast respond jga ??",Positive,Happy,overall keren paking aman seller ramah n fast respond jga,1,2
"utk pencil alis nya yg matic sampai di tempat patah, free kaca ny pecah",Negative,Sadness,utk pencil alis nya yg matic sampai di tempat patah free kaca ny pecah,0,4
Barang tdk lengkap.. sdh lama lapor tp sampai saat ini belum di kirim2... sdh sering ditanyakan tp hanya janji2 aja.,Negative,Anger,barang tdk lengkap sdh lama lapor tp sampai saat ini belum di kirim sdh sering ditanyakan tp hanya janji aja,0,0
"Barang dateng dengan kondisi baik, pengiriman sesuai estimasi, dan seller fast respon. Terima kasih ????",Positive,Happy,barang dateng dengan kondisi baik pengiriman sesuai estimasi dan seller fast respon terima kasih,1,2
